bad_user_id, l2_topk_bad, l2_topk_good, unlabelled_l2_topk,l2_lastk_bad, l2_lastk_good, unlabelled_l2_lastk,cosine_topk_bad, cosine_topk_good, unlabelled_cosine_topk,cosine_lastk_bad, cosine_lastk_good,unlabelled_cosine_lastk 
1,5,0,2,1,5,1,0,3,4,0,0,7
2,5,0,2,1,5,1,2,2,3,0,2,5
3,5,0,2,1,5,1,1,6,0,0,2,5
4,5,0,2,1,2,4,2,5,0,0,2,5
5,5,0,2,1,4,2,1,5,1,0,1,6
6,5,0,2,1,4,2,1,5,1,0,1,6
7,5,0,2,1,4,2,1,5,1,0,1,6
8,5,0,2,0,5,2,1,5,1,0,2,5
9,5,0,2,1,4,2,0,5,2,0,1,6
10,5,0,2,0,5,2,0,6,1,0,2,5
13,2,5,0,0,1,6,2,5,0,0,1,6
14,2,5,0,0,6,1,0,2,5,0,1,6
16,2,5,0,1,1,5,1,5,1,0,2,5
19,5,0,2,1,3,3,0,6,1,0,0,7
20,2,5,0,2,3,2,0,3,4,0,1,6
21,5,0,2,0,4,3,1,4,2,0,1,6
23,2,5,0,0,2,5,1,3,3,0,0,7
24,5,0,2,1,3,3,0,6,1,1,1,5
26,5,0,2,0,4,3,1,3,3,1,2,4
27,3,4,0,0,5,2,0,5,2,0,0,7
28,2,5,0,0,0,7,1,4,2,0,2,5
30,5,0,2,1,3,3,1,2,4,0,2,5
31,3,3,1,0,4,3,1,2,4,0,2,5
32,5,0,2,0,4,3,1,4,2,0,1,6
34,3,3,1,0,4,3,0,3,4,1,2,4
36,5,0,2,0,4,3,0,5,2,0,2,5
37,2,5,0,0,1,6,0,3,4,0,2,5
40,4,2,1,0,3,4,1,3,3,0,2,5
41,2,5,0,1,1,5,4,0,3,0,0,7
42,5,0,2,0,4,3,1,3,3,0,2,5
43,5,0,2,0,4,3,0,6,1,0,1,6
45,2,5,0,1,2,4,0,4,3,0,2,5
46,2,5,0,0,0,7,1,5,1,0,2,5
47,3,4,0,0,5,2,1,3,3,1,2,4
49,3,4,0,0,5,2,0,4,3,0,2,5
53,2,5,0,1,4,2,1,2,4,0,0,7
54,2,5,0,0,2,5,0,1,6,0,1,6
56,2,5,0,0,1,6,1,1,5,0,2,5
59,2,5,0,0,1,6,0,1,6,0,0,7
63,2,5,0,1,3,3,0,3,4,0,2,5
67,3,3,1,0,4,3,0,4,3,0,1,6
68,2,5,0,0,3,4,0,0,7,0,1,6
73,3,4,0,0,5,2,0,3,4,0,2,5
75,2,5,0,0,5,2,1,1,5,0,1,6
77,2,5,0,0,1,6,1,3,3,0,0,7
83,2,5,0,2,2,3,0,1,6,1,1,5
85,5,0,2,0,5,2,0,6,1,1,2,4
91,2,5,0,0,0,7,1,1,5,1,2,4
92,2,5,0,0,1,6,0,2,5,0,1,6
100,2,5,0,0,2,5,1,3,3,0,2,5
103,2,5,0,1,0,6,1,3,3,0,2,5
105,2,5,0,1,1,5,0,1,6,0,1,6
109,2,5,0,0,1,6,0,2,5,0,2,5
111,2,5,0,0,1,6,0,3,4,0,1,6
112,2,5,0,0,0,7,0,0,7,0,2,5
113,2,5,0,2,2,3,0,5,2,0,2,5
118,2,5,0,1,1,5,1,3,3,0,1,6
119,2,5,0,2,0,5,1,0,6,0,1,6
120,2,5,0,0,1,6,0,0,7,0,0,7
123,2,5,0,2,2,3,1,4,2,0,0,7
124,2,5,0,1,4,2,0,3,4,0,2,5
129,2,5,0,0,0,7,1,6,0,0,1,6
131,2,5,0,0,1,6,0,2,5,0,1,6
138,2,5,0,0,0,7,1,0,6,0,1,6
142,2,5,0,1,2,4,0,2,5,0,2,5
145,2,5,0,0,5,2,0,4,3,0,0,7
148,2,5,0,1,0,6,0,2,5,0,2,5
149,2,5,0,0,1,6,0,0,7,0,1,6
150,2,5,0,0,2,5,0,2,5,0,2,5
159,2,5,0,1,2,4,1,3,3,0,1,6
163,2,5,0,0,1,6,0,0,7,0,0,7
168,2,5,0,0,1,6,1,1,5,1,2,4
170,2,5,0,1,0,6,0,2,5,0,2,5
174,2,5,0,2,2,3,1,4,2,0,0,7
176,2,5,0,0,0,7,0,1,6,0,0,7
191,2,5,0,1,3,3,0,3,4,0,0,7
199,2,5,0,0,3,4,0,3,4,0,1,6
203,2,5,0,0,0,7,0,5,2,1,2,4
207,2,5,0,0,2,5,0,0,7,0,0,7
227,2,5,0,0,1,6,0,1,6,0,0,7
242,2,5,0,0,0,7,0,1,6,0,2,5
248,2,5,0,0,1,6,1,0,6,0,1,6
266,2,5,0,0,2,5,0,2,5,0,2,5
267,2,5,0,1,0,6,3,1,3,0,1,6
286,2,5,0,1,1,5,0,0,7,0,0,7
287,2,5,0,0,1,6,0,2,5,0,1,6
