bad_user_id, l2_topk_bad, l2_topk_good, unlabelled_l2_topk,l2_lastk_bad, l2_lastk_good, unlabelled_l2_lastk,cosine_topk_bad, cosine_topk_good, unlabelled_cosine_topk,cosine_lastk_bad, cosine_lastk_good,unlabelled_cosine_lastk 
11,2,0,1,1,1,1,0,0,3,2,0,1
15,2,0,1,0,0,3,0,1,2,2,0,1
90,1,2,0,0,1,2,0,1,2,2,0,1
95,2,0,1,0,2,1,0,2,1,2,0,1
177,2,0,1,0,2,1,0,3,0,2,0,1
197,1,2,0,0,1,2,0,1,2,2,0,1
211,1,2,0,0,1,2,0,1,2,2,0,1
255,1,2,0,0,0,3,0,1,2,2,0,1
257,1,2,0,0,0,3,0,0,3,2,0,1
272,1,2,0,0,1,2,0,2,1,2,0,1
338,1,2,0,0,0,3,0,0,3,2,0,1
384,1,2,0,0,0,3,0,0,3,2,0,1
416,1,2,0,0,0,3,0,0,3,2,0,1
759,1,2,0,0,0,3,0,0,3,2,0,1
946,1,2,0,0,0,3,0,0,3,2,0,1
1760,1,2,0,0,0,3,0,1,2,2,0,1
2336,1,2,0,0,0,3,0,2,1,2,0,1
2408,1,2,0,0,0,3,0,0,3,1,0,2
3133,1,2,0,0,0,3,0,0,3,1,0,2
3254,1,2,0,0,0,3,0,0,3,2,0,1
3516,1,2,0,0,0,3,0,0,3,2,0,1
3774,1,2,0,0,0,3,0,1,2,2,0,1
7371,1,2,0,0,0,3,0,0,3,2,0,1
7380,1,2,0,2,0,1,0,0,3,2,0,1
7398,1,2,0,0,0,3,0,0,3,2,0,1
7406,1,2,0,0,0,3,0,0,3,2,0,1
7408,1,2,0,0,0,3,0,0,3,0,0,3
7412,1,2,0,0,0,3,0,0,3,2,0,1
7417,1,2,0,1,0,2,1,0,2,0,0,3
7423,1,2,0,0,0,3,0,0,3,2,0,1
7426,1,2,0,0,0,3,0,0,3,1,0,2
7433,1,2,0,0,0,3,0,0,3,1,0,2
7435,1,2,0,0,0,3,0,0,3,2,0,1
7442,1,2,0,0,1,2,1,0,2,2,0,1
7447,1,2,0,0,0,3,0,1,2,2,0,1
7448,1,2,0,0,0,3,0,0,3,0,0,3
7457,1,2,0,0,0,3,0,0,3,2,0,1
7459,1,2,0,2,0,1,3,0,0,0,0,3
7470,1,2,0,2,0,1,3,0,0,0,0,3
7471,1,2,0,2,0,1,3,0,0,0,0,3
7472,1,2,0,2,0,1,3,0,0,0,0,3
7474,1,2,0,2,0,1,3,0,0,0,0,3
7475,1,2,0,2,0,1,3,0,0,0,0,3
7477,1,2,0,1,0,2,1,0,2,0,0,3
7479,1,2,0,0,0,3,0,0,3,1,0,2
7480,1,2,0,1,0,2,1,0,2,0,0,3
7483,1,2,0,1,0,2,1,0,2,0,0,3
7484,1,2,0,0,0,3,0,0,3,0,0,3
7485,1,2,0,1,0,2,0,0,3,0,0,3
7501,1,2,0,0,0,3,0,0,3,1,0,2
7503,1,2,0,0,0,3,0,0,3,2,0,1
7504,1,2,0,0,0,3,0,0,3,2,0,1
7505,1,2,0,1,0,2,1,0,2,0,0,3
7506,1,2,0,1,0,2,1,0,2,0,0,3
7507,1,2,0,0,0,3,0,0,3,2,0,1
7510,1,2,0,0,0,3,0,0,3,0,0,3
7513,1,2,0,0,0,3,0,0,3,2,0,1
7514,1,2,0,0,1,2,0,0,3,1,0,2
7516,1,2,0,0,0,3,1,0,2,1,0,2
7521,1,2,0,1,0,2,0,0,3,2,0,1
7522,1,2,0,2,0,1,2,0,1,0,0,3
