bad_user_id, l2_topk_bad, l2_topk_good, unlabelled_l2_topk,l2_lastk_bad, l2_lastk_good, unlabelled_l2_lastk,cosine_topk_bad, cosine_topk_good, unlabelled_cosine_topk,cosine_lastk_bad, cosine_lastk_good,unlabelled_cosine_lastk 
11,15,0,25,3,25,12,2,21,17,13,0,27
15,15,0,25,1,27,12,4,20,16,13,0,27
90,10,7,23,3,21,16,4,14,22,13,0,27
95,14,0,26,2,26,12,4,19,17,2,2,36
177,7,0,33,3,25,12,4,20,16,2,2,36
197,11,12,17,3,14,23,3,13,24,13,0,27
211,8,20,12,3,12,25,3,12,25,14,0,26
255,7,20,13,2,10,28,4,11,25,14,0,26
257,4,25,11,1,3,36,0,4,36,14,0,26
272,8,19,13,3,12,25,3,12,25,13,0,27
338,4,25,11,0,0,40,2,2,36,13,0,27
384,4,25,11,3,1,36,0,3,37,13,0,27
416,4,25,11,2,4,34,2,5,33,14,0,26
759,4,25,11,5,2,33,1,1,38,2,2,36
946,4,25,11,1,7,32,1,3,36,2,2,36
1760,4,25,11,1,6,33,1,9,30,2,2,36
2336,9,12,19,4,13,23,3,19,18,2,2,36
2408,4,25,11,0,1,39,0,2,38,2,1,37
3133,4,25,11,1,0,39,0,0,40,2,2,36
3254,4,25,11,4,2,34,2,4,34,2,2,36
3516,4,25,11,1,0,39,0,1,39,2,2,36
3774,4,25,11,2,2,36,1,4,35,2,2,36
7371,4,25,11,1,1,38,0,3,37,2,2,36
7380,4,25,11,3,1,36,1,0,39,2,2,36
7398,4,25,11,2,1,37,1,0,39,2,2,36
7406,4,25,11,1,1,38,1,2,37,2,2,36
7408,4,25,11,3,0,37,14,0,26,0,2,38
7412,4,25,11,1,0,39,2,0,38,2,2,36
7417,4,25,11,5,0,35,2,0,38,0,0,40
7423,4,25,11,0,0,40,0,0,40,2,2,36
7426,4,25,11,2,0,38,3,0,37,2,2,36
7433,4,25,11,1,0,39,2,0,38,2,2,36
7435,4,25,11,0,0,40,1,0,39,2,2,36
7442,4,25,11,1,2,37,1,2,37,2,2,36
7447,4,25,11,0,0,40,0,1,39,2,2,36
7448,4,25,11,11,0,29,14,0,26,0,2,38
7457,4,25,11,2,0,38,3,0,37,2,2,36
7459,4,25,11,11,0,29,14,0,26,0,2,38
7470,4,25,11,11,0,29,14,0,26,0,2,38
7471,4,25,11,11,0,29,14,0,26,0,2,38
7472,4,25,11,11,0,29,14,0,26,0,2,38
7474,4,25,11,11,0,29,14,0,26,0,2,38
7475,4,25,11,11,0,29,14,0,26,0,2,38
7477,4,25,11,11,0,29,14,0,26,0,2,38
7479,4,25,11,0,0,40,0,0,40,2,2,36
7480,4,25,11,11,0,29,14,0,26,0,2,38
7483,4,25,11,1,0,39,3,0,37,0,1,39
7484,4,25,11,6,0,34,0,0,40,0,2,38
7485,4,25,11,11,0,29,9,0,31,0,2,38
7501,4,25,11,2,0,38,3,1,36,2,2,36
7503,4,25,11,0,0,40,2,0,38,2,2,36
7504,4,25,11,1,1,38,0,0,40,2,2,36
7505,4,25,11,11,0,29,1,0,39,0,2,38
7506,4,25,11,12,0,28,2,0,38,0,0,40
7507,4,25,11,0,0,40,1,0,39,2,2,36
7510,4,25,11,0,0,40,2,0,38,1,2,37
7513,4,25,11,3,1,36,2,0,38,2,2,36
7514,4,25,11,1,2,37,3,1,36,2,2,36
7516,4,25,11,2,0,38,4,0,36,2,2,36
7521,4,25,11,1,0,39,2,0,38,2,2,36
7522,4,25,11,2,1,37,2,0,38,0,2,38
7523,4,25,11,2,1,37,2,0,38,0,2,38
