l2_topk_bad, l2_topk_good, unlabelled_l2_topk,l2_lastk_bad, l2_lastk_good, unlabelled_l2_lastk,cosine_topk_bad, cosine_topk_good, unlabelled_cosine_topk,cosine_lastk_bad, cosine_lastk_good,unlabelled_cosine_lastkK,feature 
['4.215686274509804','5.735294117647059','0.0','4.705882352941177','3.2549019607843137','1.9901960784313726','6.0588235294117645','3.9411764705882355','0.0','2.4313725490196076','5.568627450980392','2.0','features','5']
['4.215686274509804','5.735294117647059','0.0','4.705882352941177',
 '3.2549019607843137','1.9901960784313726','6.0588235294117645',
 '3.9411764705882355','0.0','2.372549019607843','5.627450980392157','2.0',
 'features_pos_neg','5']
['4.215686274509804','5.735294117647059','0.0','5.196078431372549',
 '2.764705882352941','1.9901960784313726','6.019607843137255',
 '3.980392156862745','0.0','3.411764705882353','4.588235294117647','2.0',
 'features_pos_neg_rev2','5']
['4.627450980392157','15.27450980392157','0.0','10.5','7.411764705882353',
 '1.9901960784313726','12.019607843137255','7.980392156862745','0.0',
 '10.137254901960784','7.862745098039215','2.0','features','10']
['4.627450980392157','15.27450980392157','0.0','10.5','7.411764705882353',
 '1.9901960784313726','12.019607843137255','7.980392156862745','0.0',
 '10.07843137254902','7.921568627450981','2.0','features_pos_neg','10']
['4.588235294117647','15.313725490196079','0.0','11.147058823529411',
 '6.764705882352941','1.9901960784313726','11.862745098039216',
 '8.137254901960784','0.0','8.901960784313726','9.098039215686274','2.0',
 'features_pos_neg_rev2','10']
['6.931372549019608','22.92156862745098','0.0','16.431372549019606',
 '11.431372549019608','1.9901960784313726','18.176470588235293',
 '11.823529411764707','0.0','18.470588235294116','9.529411764705882','2.0',
 'features','15']
['6.931372549019608','22.92156862745098','0.0','16.431372549019606',
 '11.431372549019608','1.9901960784313726','18.176470588235293',
 '11.823529411764707','0.0','18.41176470588235','9.588235294117647','2.0',
 'features_pos_neg','15']
['6.970588235294118','22.88235294117647','0.0','17.274509803921568',
 '10.588235294117647','1.9901960784313726','18.19607843137255',
 '11.803921568627452','0.0','17.274509803921568','10.72549019607843','2.0',
 'features_pos_neg_rev2','15']
['9.529411764705882','30.274509803921568','0.0','22.254901960784313',
 '15.558823529411764','1.9901960784313726','23.58823529411765',
 '16.41176470588235','0.0','27.725490196078432','10.27450980392157','2.0',
 'features','20']
['9.529411764705882','30.274509803921568','0.0','22.254901960784313',
 '15.558823529411764','1.9901960784313726','23.58823529411765',
 '16.41176470588235','0.0','27.666666666666668','10.333333333333334','2.0',
 'features_pos_neg','20']
['9.568627450980392','30.235294117647058','0.0','22.80392156862745',
 '15.009803921568627','1.9901960784313726','24.352941176470587',
 '15.647058823529411','0.0','25.294117647058822','12.705882352941176',
 '2.0','features_pos_neg_rev2','20']
['10.215686274509803','39.53921568627451','0.0','28.0',
 '19.764705882352942','1.9901960784313726','28.725490196078432',
 '21.274509803921568','0.0','35.6078431372549','12.392156862745098','2.0',
 'features','25']
['10.215686274509803','39.53921568627451','0.0','28.0',
 '19.764705882352942','1.9901960784313726','28.725490196078432',
 '21.274509803921568','0.0','35.6078431372549','12.392156862745098','2.0',
 'features_pos_neg','25']
['10.176470588235293','39.57843137254902','0.0','28.235294117647058',
 '19.529411764705884','1.9901960784313726','30.176470588235293',
 '19.823529411764707','0.0','32.6078431372549','15.392156862745098','2.0',
 'features_pos_neg_rev2','25']
['11.235294117647058','48.470588235294116','0.0','33.666666666666664',
 '24.04901960784314','1.9901960784313726','34.450980392156865',
