bad_user_id, l2_topk_bad, l2_lastk_bad, cosine_topk_bad, cosine_lastk_bad, unlabelled_l2_topk, unlabelled_l2_lastk, l2_topk_good, l2_lastk_good, cosine_topk_good, cosine_lastk_good,unlabelled_cosine_topk, unlabelled_cosine_lastk
1,5,1,0,0,2,1,0,5,3,2,4,5
2,5,1,2,0,2,1,0,5,2,2,3,5
3,5,1,1,0,2,1,0,5,6,2,0,5
4,5,1,2,0,2,4,0,2,5,2,0,5
5,5,1,1,0,2,2,0,4,5,1,1,6
6,5,1,1,0,2,2,0,4,5,1,1,6
7,5,1,1,0,2,2,0,4,5,1,1,6
8,5,0,1,1,2,2,0,5,5,2,1,4
9,5,1,0,0,2,2,0,4,5,1,2,6
10,5,0,0,0,2,2,0,5,6,2,1,5
13,2,0,2,0,0,6,5,1,5,1,0,6
14,2,0,0,0,0,1,5,6,2,1,5,6
16,2,1,1,0,0,5,5,1,5,2,1,5
19,5,1,0,0,2,3,0,3,6,0,1,7
20,2,2,0,0,0,2,5,3,3,1,4,6
21,5,0,1,0,2,3,0,4,4,1,2,6
23,2,0,1,0,0,5,5,2,3,0,3,7
24,5,1,0,1,2,3,0,3,6,1,1,5
26,5,0,1,1,2,3,0,4,3,2,3,4
27,3,0,0,0,0,2,4,5,5,2,2,5
28,2,0,1,0,0,7,5,0,4,2,2,5
30,5,1,1,0,2,3,0,3,2,2,4,5
31,3,0,1,0,1,3,3,4,2,2,4,5
32,5,0,1,0,2,3,0,4,4,2,2,5
34,3,0,0,1,1,3,3,4,3,2,4,4
36,5,0,0,0,2,3,0,4,5,2,2,5
37,2,0,0,0,0,6,5,1,3,2,4,5
40,4,0,1,0,1,4,2,3,3,2,3,5
41,2,1,4,0,0,5,5,1,0,0,3,7
42,5,0,1,0,2,3,0,4,3,2,3,5
43,5,0,0,0,2,3,0,4,6,1,1,6
45,2,1,0,0,0,4,5,2,4,2,3,5
46,2,0,1,0,0,7,5,0,5,2,1,5
47,3,0,1,1,0,2,4,5,3,2,3,4
49,3,0,0,0,0,2,4,5,4,2,3,5
53,2,1,1,0,0,2,5,4,2,0,4,7
54,2,0,0,0,0,5,5,2,1,1,6,6
56,2,0,1,0,0,6,5,1,1,2,5,5
59,2,0,0,0,0,6,5,1,1,0,6,7
63,2,1,0,0,0,3,5,3,3,2,4,5
67,3,0,0,0,1,3,3,4,4,1,3,6
68,2,0,0,0,0,4,5,3,0,1,7,6
73,3,0,0,0,0,2,4,5,3,2,4,5
75,2,0,1,0,0,2,5,5,1,1,5,6
77,2,0,1,0,0,6,5,1,3,0,3,7
83,2,2,0,1,0,3,5,2,1,1,6,5
85,5,0,0,1,2,2,0,5,6,2,1,4
91,2,0,1,1,0,7,5,0,1,2,5,4
92,2,0,0,0,0,6,5,1,2,1,5,6
100,2,0,1,0,0,5,5,2,3,2,3,5
103,2,1,1,0,0,6,5,0,3,2,3,5
105,2,1,0,0,0,5,5,1,1,1,6,6
109,2,0,0,0,0,6,5,1,2,2,5,5
111,2,0,0,0,0,6,5,1,3,1,4,6
112,2,0,0,0,0,7,5,0,0,2,7,5
113,2,2,0,0,0,3,5,2,5,2,2,5
118,2,1,1,0,0,5,5,1,3,0,3,7
119,2,2,1,0,0,5,5,0,0,1,6,6
120,2,0,0,0,0,6,5,1,0,0,7,7
123,2,2,1,0,0,3,5,2,4,0,2,7
124,2,1,0,0,0,2,5,4,3,2,4,5
129,2,0,1,0,0,7,5,0,6,1,0,6
131,2,0,0,0,0,6,5,1,2,1,5,6
138,2,0,1,0,0,7,5,0,0,1,6,6
142,2,1,0,0,0,4,5,2,2,2,5,5
145,2,0,0,0,0,2,5,5,4,1,3,6
148,2,1,0,0,0,6,5,0,2,1,5,6
149,2,0,0,0,0,6,5,1,0,1,7,6
150,2,0,0,0,0,5,5,2,2,2,5,5
159,2,1,1,0,0,4,5,2,3,0,3,7
163,2,0,0,0,0,6,5,1,0,0,7,7
168,2,0,1,1,0,6,5,1,1,2,5,4
170,2,1,0,1,0,6,5,0,2,2,5,4
174,2,2,1,0,0,3,5,2,4,2,2,5
176,2,0,0,0,0,7,5,0,1,1,6,6
191,2,1,0,0,0,3,5,3,3,0,4,7
199,2,0,0,0,0,4,5,3,3,1,4,6
203,2,0,0,1,0,7,5,0,5,2,2,4
207,2,0,0,0,0,5,5,2,0,0,7,7
227,2,0,0,0,0,6,5,1,1,0,6,7
242,2,0,0,0,0,7,5,0,1,2,6,5
248,2,0,1,0,0,6,5,1,0,2,6,5
266,2,0,0,1,0,5,5,2,2,2,5,4
267,2,1,3,0,0,6,5,0,1,1,3,6
286,2,1,0,0,0,5,5,1,0,0,7,7
287,2,0,0,0,0,6,5,1,2,1,5,6
297,2,0,0,0,0,7,5,0,0,2,7,5
302,2,2,0,1,0,5,5,0,0,2,7,4
310,2,1,1,0,0,5,5,1,0,2,6,5
311,2,0,3,1,0,7,5,0,0,1,4,5
312,2,0,1,0,0,7,5,0,1,2,5,5
333,2,1,0,0,0,6,5,0,0,0,7,7
335,2,0,0,0,0,7,5,0,0,0,7,7
336,2,0,2,0,0,7,5,0,0,2,5,5
351,2,1,0,0,0,5,5,1,1,1,6,6
361,2,0,1,0,0,6,5,1,0,0,6,7
370,2,0,0,0,0,7,5,0,1,1,6,6
381,2,0,0,0,0,7,5,0,0,0,7,7
392,2,0,1,0,0,5,5,2,0,2,6,5
394,2,0,0,0,0,7,5,0,0,1,7,6
423,2,0,1,0,0,7,5,0,1,1,5,6
429,2,0,0,0,0,7,5,0,0,1,7,6
433,2,0,0,0,0,5,5,2,1,0,6,7
435,2,0,1,0,0,5,5,2,1,2,5,5
437,2,0,0,0,0,7,5,0,1,1,6,6
449,2,1,1,0,0,6,5,0,1,2,5,5
469,2,2,4,0,0,5,5,0,0,0,3,7
501,2,0,1,0,0,7,5,0,0,1,6,6
512,2,1,0,0,0,6,5,0,1,2,6,5
518,2,1,0,0,0,6,5,0,0,1,7,6
521,2,0,0,0,0,7,5,0,1,0,6,7
562,2,0,0,0,0,7,5,0,0,2,7,5
567,2,0,0,0,0,7,5,0,0,2,7,5
633,2,0,0,0,0,7,5,0,0,2,7,5
638,2,0,0,1,0,7,5,0,1,2,6,4
640,2,0,0,0,0,7,5,0,0,1,7,6
656,2,0,0,0,0,7,5,0,2,2,5,5
657,2,0,1,0,0,7,5,0,0,0,6,7
753,2,0,0,0,0,7,5,0,0,1,7,6
765,2,0,0,1,0,7,5,0,0,2,7,4
796,2,1,0,0,0,6,5,0,0,0,7,7
809,2,0,1,0,0,7,5,0,0,1,6,6
821,2,0,0,0,0,7,5,0,0,1,7,6
844,2,0,0,0,0,7,5,0,0,2,7,5
899,2,0,0,0,0,6,5,1,1,1,6,6
956,2,1,0,1,0,6,5,0,0,2,7,4
1019,2,0,4,0,0,7,5,0,0,0,3,7
1057,2,1,1,0,0,6,5,0,0,1,6,6
1069,2,0,0,0,0,7,5,0,0,0,7,7
1072,2,0,0,0,0,7,5,0,0,2,7,5
1151,2,0,0,0,0,7,5,0,0,1,7,6
1338,2,0,0,0,0,7,5,0,0,0,7,7
1371,2,0,0,0,0,7,5,0,0,2,7,5
1395,2,0,4,0,0,7,5,0,0,0,3,7
1551,2,0,0,0,0,6,5,1,1,1,6,6
