bad_user_id, l2_topk_bad, l2_topk_good, unlabelled_l2_topk,l2_lastk_bad, l2_lastk_good, unlabelled_l2_lastk,cosine_topk_bad, cosine_topk_good, unlabelled_cosine_topk,cosine_lastk_bad, cosine_lastk_good,unlabelled_cosine_lastk 
1,10,0,40,5,32,13,3,17,30,0,3,47
2,10,0,40,5,32,13,6,20,24,0,3,47
3,10,0,40,5,32,13,5,18,27,0,3,47
4,10,0,40,4,31,15,6,21,23,0,3,47
5,10,0,40,4,32,14,6,22,22,0,2,48
6,10,0,40,4,32,14,6,21,23,0,2,48
7,10,0,40,5,32,13,6,21,23,3,2,45
8,10,0,40,5,32,13,6,21,23,1,3,46
9,10,0,40,5,31,14,6,21,23,0,2,48
10,10,0,40,5,32,13,5,22,23,0,3,47
13,14,15,21,5,17,28,6,19,25,0,2,48
14,12,5,33,4,22,24,5,19,26,0,2,48
16,12,8,30,4,21,25,6,19,25,0,3,47
19,10,0,40,4,32,14,6,21,23,0,1,49
20,12,7,31,4,22,24,4,22,24,0,2,48
21,11,0,39,4,28,18,5,23,22,0,2,48
23,5,33,12,6,5,39,5,16,29,0,1,49
24,10,0,40,4,32,14,6,23,21,1,2,47
26,10,0,40,5,32,13,6,23,21,1,3,46
27,12,4,34,4,23,23,3,25,22,0,3,47
28,5,33,12,0,2,48,2,17,31,4,2,44
30,10,0,40,4,32,14,6,20,24,0,3,47
31,12,3,35,4,25,21,4,21,25,0,3,47
32,11,0,39,4,28,18,4,25,21,0,3,47
34,12,3,35,4,25,21,6,18,26,1,3,46
36,11,0,39,4,27,19,6,20,24,0,3,47
37,14,15,21,6,14,30,5,20,25,0,3,47
40,12,2,36,4,25,21,5,22,23,0,3,47
41,5,33,12,6,1,43,17,0,33,0,1,49
42,10,0,40,4,28,18,4,25,21,0,3,47
43,10,0,40,4,27,19,6,21,23,0,2,48
45,12,20,18,4,15,31,6,20,24,0,3,47
46,5,33,12,1,3,46,3,18,29,0,3,47
47,12,4,34,4,24,22,5,16,29,1,3,46
49,12,4,34,4,23,23,4,21,25,0,3,47
53,12,20,18,4,15,31,4,13,33,0,1,49
54,5,33,12,1,6,43,2,18,30,3,2,45
56,11,21,18,2,13,35,2,13,35,0,3,47
