bad_user_id, l2_topk_bad, l2_topk_good, unlabelled_l2_topk,l2_lastk_bad, l2_lastk_good, unlabelled_l2_lastk,cosine_topk_bad, cosine_topk_good, unlabelled_cosine_topk,cosine_lastk_bad, cosine_lastk_good,unlabelled_cosine_lastk 
1,10,0,30,4,24,12,2,15,23,0,3,37
2,10,0,30,4,24,12,5,19,16,0,3,37
3,10,0,30,4,24,12,3,16,21,0,3,37
4,10,0,30,2,26,12,5,16,19,0,3,37
5,10,0,30,3,25,12,4,19,17,0,2,38
6,10,0,30,3,25,12,5,16,19,0,2,38
7,10,0,30,4,24,12,5,16,19,3,2,35
8,10,0,30,4,24,12,5,16,19,1,3,36
9,10,0,30,2,26,12,5,17,18,0,2,38
10,10,0,30,4,24,12,4,18,18,0,3,37
13,11,15,14,5,14,21,5,15,20,0,2,38
14,12,5,23,4,19,17,5,15,20,0,2,38
16,12,8,20,4,17,19,5,15,20,0,3,37
19,10,0,30,3,25,12,6,19,15,0,1,39
20,12,7,21,4,20,16,4,16,20,0,2,38
21,11,0,29,3,24,13,4,20,16,0,2,38
23,4,25,11,4,5,31,4,15,21,0,1,39
24,10,0,30,3,25,12,4,19,17,1,2,37
26,10,0,30,4,24,12,6,18,16,1,3,36
27,12,4,24,4,19,17,3,19,18,0,3,37
28,4,25,11,0,2,38,2,15,23,4,2,34
30,10,0,30,3,25,12,5,17,18,0,3,37
31,12,3,25,4,21,15,3,15,22,0,3,37
32,11,0,29,3,25,12,4,20,16,0,3,37
34,12,3,25,4,20,16,4,15,21,1,3,36
36,11,0,29,4,24,12,5,17,18,0,3,37
37,11,15,14,3,13,24,4,15,21,0,3,37
40,12,2,26,3,22,15,5,19,16,0,3,37
41,4,25,11,4,1,35,16,0,24,0,1,39
42,10,0,30,3,25,12,4,18,18,0,3,37
43,10,0,30,3,25,12,6,18,16,0,2,38
45,11,20,9,4,10,26,4,16,20,0,3,37
46,4,25,11,1,2,37,2,18,20,0,3,37
47,12,4,24,4,19,17,4,11,25,1,3,36
49,12,4,24,4,19,17,3,18,19,0,3,37
53,11,20,9,4,11,25,4,11,25,0,1,39
54,4,25,11,1,6,33,2,14,24,3,2,35
56,8,21,11,2,8,30,1,12,27,0,3,37
59,4,25,11,0,4,36,0,7,33,3,2,35
63,11,20,9,4,10,26,4,13,23,0,3,37
67,12,3,25,4,20,16,4,16,20,0,2,38
68,4,25,11,2,6,32,2,10,28,0,2,38
73,12,4,24,4,19,17,2,19,19,4,2,34
75,12,5,23,4,19,17,4,17,19,0,2,38
77,11,15,14,4,13,23,2,15,23,0,1,39
83,11,13,16,4,12,24,2,13,25,1,2,37
85,10,0,30,2,26,12,6,17,17,1,3,36
91,4,25,11,2,2,36,1,9,30,1,3,36
92,11,15,14,4,13,23,2,17,21,0,2,38
100,11,18,11,3,12,25,3,13,24,0,3,37
103,12,9,19,4,16,20,4,11,25,0,3,37
105,11,20,9,4,10,26,2,12,26,4,2,34
109,4,25,11,2,6,32,2,10,28,0,3,37
111,4,25,11,0,9,31,1,8,31,3,2,35
112,4,25,11,0,5,35,1,6,33,0,3,37
113,11,19,10,4,11,25,4,12,24,0,3,37
118,11,17,12,3,13,24,3,11,26,4,2,34
119,4,25,11,3,5,32,2,4,34,0,2,38
120,4,25,11,1,5,34,1,8,31,0,1,39
123,12,12,16,4,13,23,4,15,21,3,1,36
124,12,6,22,4,20,16,5,14,21,0,3,37
129,4,25,11,0,2,38,3,16,21,0,2,38
131,4,25,11,0,5,35,4,9,27,0,2,38
138,4,25,11,1,0,39,2,0,38,0,2,38
142,12,12,16,4,13,23,4,17,19,0,3,37
145,12,5,23,4,20,16,5,15,20,0,2,38
148,4,25,11,6,2,32,1,8,31,0,2,38
149,4,25,11,3,4,33,0,6,34,0,2,38
150,8,22,10,1,8,31,3,17,20,0,3,37
159,11,19,10,4,11,25,3,12,25,0,1,39
163,9,20,11,2,10,28,3,10,27,0,1,39
168,4,25,11,4,5,31,2,4,34,1,3,36
170,4,25,11,2,4,34,2,6,32,1,3,36
174,12,12,16,4,13,23,4,14,22,0,3,37
176,4,25,11,2,4,34,2,6,32,4,2,34
191,11,19,10,4,10,26,2,7,31,0,1,39
199,4,25,11,0,4,36,1,8,31,0,2,38
203,11,15,14,4,16,20,3,10,27,1,3,36
207,8,22,10,2,8,30,1,4,35,0,1,39
227,4,25,11,0,5,35,1,6,33,0,1,39
242,4,25,11,0,4,36,4,5,31,0,3,37
248,4,25,11,2,1,37,4,2,34,0,3,37
266,8,22,10,1,8,31,1,4,35,1,3,36
267,4,25,11,3,4,33,4,4,32,0,2,38
286,4,25,11,2,5,33,1,2,37,0,1,39
287,4,25,11,0,9,31,1,5,34,4,2,34
297,4,25,11,3,1,36,1,1,38,0,3,37
302,4,25,11,4,0,36,3,1,36,1,3,36
310,4,25,11,3,1,36,4,4,32,3,2,35
311,4,25,11,1,0,39,3,2,35,1,2,37
312,4,25,11,2,3,35,3,5,32,0,3,37
333,4,25,11,1,2,37,3,9,28,3,1,36
335,4,25,11,0,1,39,3,1,36,0,1,39
336,4,25,11,5,4,31,4,6,30,4,2,34
351,4,25,11,2,5,33,1,5,34,0,2,38
361,4,25,11,1,5,34,2,0,38,4,2,34
370,4,25,11,1,5,34,1,8,31,3,2,35
381,4,25,11,2,2,36,3,2,35,0,1,39
392,4,25,11,2,5,33,4,2,34,4,2,34
394,4,25,11,2,2,36,1,1,38,4,2,34
423,4,25,11,0,1,39,3,2,35,0,2,38
429,4,25,11,0,3,37,1,0,39,0,2,38
433,4,25,11,3,4,33,4,4,32,0,1,39
435,4,25,11,3,5,32,3,6,31,0,3,37
437,4,25,11,0,0,40,3,5,32,4,2,34
449,4,25,11,3,5,32,3,4,33,0,3,37
469,4,25,11,4,0,36,16,0,24,0,1,39
501,4,25,11,0,0,40,2,0,38,3,2,35
512,4,25,11,1,1,38,4,2,34,0,3,37
518,4,25,11,3,1,36,1,1,38,0,2,38
521,4,25,11,1,2,37,1,1,38,4,2,34
562,4,25,11,1,4,35,1,1,38,3,2,35
567,4,25,11,0,0,40,1,1,38,0,3,37
633,4,25,11,1,1,38,2,0,38,0,3,37
638,4,25,11,2,1,37,1,1,38,4,2,34
640,4,25,11,1,2,37,3,2,35,0,2,38
656,4,25,11,1,2,37,3,7,30,0,3,37
657,4,25,11,0,2,38,1,2,37,3,2,35
753,4,25,11,2,2,36,0,2,38,0,2,38
765,4,25,11,0,0,40,1,0,39,1,3,36
796,4,25,11,1,0,39,1,1,38,0,1,39
809,4,25,11,2,1,37,1,1,38,4,2,34
821,4,25,11,0,0,40,0,2,38,0,2,38
844,4,25,11,0,2,38,1,1,38,0,3,37
899,4,25,11,0,1,39,0,1,39,0,2,38
956,4,25,11,2,1,37,2,0,38,1,3,36
1019,4,25,11,0,1,39,16,0,24,0,1,39
1057,4,25,11,1,0,39,1,0,39,3,2,35
1069,4,25,11,1,0,39,0,0,40,0,1,39
1072,4,25,11,0,0,40,0,2,38,0,3,37
1151,4,25,11,1,0,39,1,0,39,0,2,38
1338,4,25,11,0,0,40,0,0,40,0,1,39
1371,4,25,11,0,0,40,0,0,40,3,2,35
1395,4,25,11,0,1,39,16,0,24,0,1,39
1551,4,25,11,0,1,39,0,1,39,0,2,38
