bad_user_id, l2_topk_bad, l2_topk_good, unlabelled_l2_topk,l2_lastk_bad, l2_lastk_good, unlabelled_l2_lastk,cosine_topk_bad, cosine_topk_good, unlabelled_cosine_topk,cosine_lastk_bad, cosine_lastk_good,unlabelled_cosine_lastk 
1,7,0,3,1,7,2,0,5,5,0,0,10
2,7,0,3,1,7,2,3,3,4,0,2,8
3,7,0,3,2,6,2,2,8,0,0,2,8
4,7,0,3,1,5,4,2,7,1,0,2,8
5,7,0,3,1,5,4,1,6,3,0,1,9
6,7,0,3,1,6,3,1,6,3,0,1,9
7,7,0,3,1,7,2,2,7,1,0,1,9
8,7,0,3,1,6,3,2,7,1,0,2,8
9,7,0,3,2,5,3,1,6,3,0,1,9
10,7,0,3,1,6,3,1,6,3,0,2,8
13,2,7,1,0,2,8,2,6,2,0,1,9
14,4,5,1,0,7,3,0,4,6,0,1,9
16,2,7,1,2,1,7,1,7,2,0,2,8
19,7,0,3,1,6,3,1,7,2,0,0,10
20,2,7,1,2,4,4,0,4,6,0,1,9
21,8,0,2,1,4,5,1,6,3,0,1,9
23,2,7,1,0,3,7,1,4,5,0,0,10
24,7,0,3,1,6,3,1,8,1,1,1,8
26,7,0,3,1,6,3,2,5,3,1,2,7
27,5,4,1,0,8,2,1,5,4,0,0,10
28,2,7,1,0,0,10,1,6,3,0,2,8
30,7,0,3,1,6,3,2,2,6,0,2,8
31,6,3,1,0,5,5,2,2,6,0,2,8
32,8,0,2,1,4,5,1,4,5,0,1,9
34,6,3,1,0,7,3,0,6,4,1,2,7
36,8,0,2,0,5,5,0,7,3,0,2,8
37,2,7,1,0,2,8,0,4,6,0,2,8
40,6,2,2,0,5,5,1,5,4,0,2,8
41,2,7,1,2,1,7,6,0,4,0,0,10
42,7,0,3,1,5,4,1,5,4,0,2,8
43,7,0,3,1,5,4,0,9,1,0,1,9
45,2,7,1,2,3,5,1,5,4,0,2,8
46,2,7,1,0,0,10,1,7,2,0,2,8
47,5,4,1,0,7,3,1,3,6,1,2,7
49,5,4,1,0,7,3,0,7,3,0,2,8
53,2,7,1,1,4,5,1,3,6,0,0,10
54,2,7,1,0,2,8,0,2,8,0,1,9
56,2,7,1,0,3,7,1,1,8,0,2,8
59,2,7,1,0,1,9,0,1,9,0,0,10
63,2,7,1,2,3,5,1,3,6,0,2,8
67,6,3,1,0,7,3,1,4,5,0,1,9
68,2,7,1,1,3,6,0,0,10,0,1,9
73,5,4,1,0,8,2,0,5,5,0,2,8
75,4,5,1,1,7,2,1,4,5,0,1,9
77,2,7,1,0,2,8,1,3,6,0,0,10
83,2,7,1,2,3,5,1,2,7,1,1,8
85,7,0,3,2,5,3,0,8,2,1,2,7
91,2,7,1,0,0,10,1,2,7,1,2,7
92,2,7,1,0,2,8,2,3,5,0,1,9
100,2,7,1,1,3,6,1,5,4,0,2,8
103,2,7,1,1,2,7,1,4,5,0,2,8
105,2,7,1,1,1,8,0,2,8,0,1,9
109,2,7,1,0,2,8,1,3,6,0,2,8
111,2,7,1,0,1,9,0,4,6,0,1,9
112,2,7,1,0,2,8,0,1,9,0,2,8
113,2,7,1,2,4,4,0,6,4,0,2,8
118,2,7,1,1,3,6,2,3,5,0,1,9
119,2,7,1,2,1,7,1,0,9,0,1,9
120,2,7,1,0,2,8,0,0,10,0,0,10
123,2,7,1,2,3,5,1,5,4,0,0,10
124,3,6,1,1,7,2,0,4,6,0,2,8
129,2,7,1,0,0,10,1,8,1,0,1,9
131,2,7,1,0,2,8,0,2,8,0,1,9
138,2,7,1,1,0,9,1,0,9,0,1,9
142,2,7,1,2,3,5,1,3,6,0,2,8
145,4,5,1,1,7,2,0,7,3,0,0,10
148,2,7,1,1,0,9,0,3,7,0,2,8
149,2,7,1,0,1,9,0,2,8,0,1,9
150,2,7,1,0,3,7,0,4,6,0,2,8
159,2,7,1,2,4,4,2,3,5,0,1,9
163,2,7,1,1,2,7,1,0,9,0,0,10
168,2,7,1,0,1,9,1,2,7,1,2,7
170,2,7,1,1,0,9,0,2,8,0,2,8
174,2,7,1,2,3,5,1,5,4,0,0,10
176,2,7,1,0,2,8,0,1,9,0,0,10
191,2,7,1,2,5,3,0,4,6,0,0,10
199,2,7,1,0,3,7,0,3,7,0,1,9
203,2,7,1,0,2,8,1,5,4,1,2,7
207,2,7,1,0,4,6,0,0,10,0,0,10
227,2,7,1,0,1,9,0,2,8,0,0,10
242,2,7,1,0,0,10,0,1,9,0,2,8
248,2,7,1,1,1,8,1,1,8,0,1,9
266,2,7,1,0,4,6,0,3,7,0,2,8
267,2,7,1,1,1,8,3,2,5,0,1,9
286,2,7,1,1,1,8,0,0,10,0,0,10
287,2,7,1,0,2,8,0,3,7,0,1,9
297,2,7,1,1,0,9,0,0,10,0,2,8
302,2,7,1,2,0,8,0,0,10,1,2,7
310,2,7,1,1,1,8,1,1,8,0,2,8
311,2,7,1,0,0,10,3,2,5,1,1,8
312,2,7,1,1,0,9,1,1,8,0,2,8
333,2,7,1,1,0,9,2,0,8,0,0,10
335,2,7,1,0,0,10,0,0,10,0,0,10
336,2,7,1,0,1,9,2,1,7,0,2,8
351,2,7,1,1,1,8,0,1,9,0,0,10
361,2,7,1,0,2,8,1,0,9,0,0,10
370,2,7,1,0,0,10,0,1,9,0,1,9
381,2,7,1,0,0,10,0,1,9,0,0,10
392,2,7,1,0,2,8,1,0,9,0,2,8
394,2,7,1,0,0,10,0,0,10,0,1,9
423,2,7,1,0,0,10,1,1,8,0,1,9
429,2,7,1,0,0,10,0,0,10,0,1,9
433,2,7,1,0,2,8,0,2,8,0,0,10
435,2,7,1,0,2,8,1,2,7,0,2,8
437,2,7,1,0,0,10,0,3,7,0,0,10
449,2,7,1,1,1,8,1,1,8,0,2,8
469,2,7,1,2,0,8,6,0,4,0,0,10
501,2,7,1,0,0,10,1,0,9,0,1,9
512,2,7,1,1,0,9,1,1,8,0,2,8
518,2,7,1,1,0,9,0,0,10,0,1,9
521,2,7,1,0,0,10,0,1,9,0,0,10
562,2,7,1,0,0,10,0,0,10,0,2,8
567,2,7,1,0,0,10,0,0,10,0,2,8
633,2,7,1,0,0,10,0,0,10,0,2,8
638,2,7,1,0,0,10,0,1,9,1,2,7
640,2,7,1,0,0,10,0,1,9,0,1,9
656,2,7,1,0,0,10,1,2,7,0,2,8
657,2,7,1,0,0,10,1,1,8,0,0,10
753,2,7,1,1,0,9,0,1,9,0,1,9
765,2,7,1,0,0,10,1,0,9,1,2,7
796,2,7,1,1,0,9,0,0,10,0,0,10
809,2,7,1,0,0,10,1,0,9,0,1,9
821,2,7,1,0,0,10,0,0,10,0,1,9
844,2,7,1,0,0,10,0,0,10,0,2,8
899,2,7,1,0,1,9,0,1,9,0,1,9
956,2,7,1,1,0,9,0,0,10,1,2,7
1019,2,7,1,0,0,10,6,0,4,0,0,10
1057,2,7,1,1,0,9,1,0,9,0,1,9
1069,2,7,1,0,0,10,0,0,10,0,2,8
1072,2,7,1,0,0,10,0,1,9,0,2,8
1151,2,7,1,0,0,10,0,0,10,0,2,8
1338,2,7,1,0,0,10,0,0,10,0,0,10
1371,2,7,1,0,0,10,0,0,10,0,2,8
1395,2,7,1,0,0,10,6,0,4,0,0,10
1551,2,7,1,0,1,9,0,1,9,0,1,9
